MESSAGE_CREATE,GUILD_MEMBER_UPDATE,TYPING_START
3163,3684,1472
3171,3712,1475
3173,3744,1476
3175,3779,1477
3179,3812,1479
3183,3840,1483
3189,3869,1489
3195,3895,1493
3200,3925,1496
3205,3949,1501
3217,3988,1508
3234,4018,1516
3243,4047,1522
3247,4070,1530
3258,4096,1534
3263,4129,1535
3271,4167,1540
3295,4207,1553
3313,4252,1568
3330,4289,1577
3343,4331,1584
3371,4362,1591
3391,4396,1599
3413,4434,1617
3436,4461,1635
3460,4486,1655
3477,4518,1663
3488,4550,1678
3506,4584,1691
3529,4610,1703
3555,4655,1709
3562,4689,1711
3563,4718,1712
3564,4752,1715
3567,4781,1719
3571,4813,1723
3578,4839,1725
3578,4869,1726
3582,4897,1726
3608,4952,1729
3615,4984,1736
3634,5011,1745
3646,5043,1750
3650,5078,1755
3661,5105,1761
3670,5144,1763
3670,5177,1764
3676,5205,1768
3682,5236,1772
3694,5268,1779
3716,5298,1789
3741,5329,1795
3746,5360,1798
3757,5394,1804
3780,5419,1811
3789,5456,1815
3797,5494,1823
3812,5530,1827
3826,5555,1833
3833,5588,1838
3839,5634,1845
3846,5666,1848
3849,5686,1852
3854,5712,1861
3862,5742,1879
3877,5765,1889
3884,5793,1895
3889,5824,1900
3890,5855,1906
3904,5899,1912
3914,5927,1918
3922,5957,1925
3940,5981,1935
3951,6006,1940
3962,6031,1945
3969,6055,1951
3984,6090,1959
3990,6116,1968
3995,6145,1975
4009,6177,1982
4021,6207,1991
4033,6235,2002
4049,6260,2012
4065,6295,2030
4091,6318,2046
4113,6342,2067
4146,6370,2086
4162,6397,2096
4170,6422,2103
4180,6445,2107
4185,6479,2111
4202,6516,2123
4219,6536,2139
4227,6577,2146
4248,6603,2152
4255,6633,2157
4261,6653,2163
4269,6683,2169
4272,6716,2171
4281,6733,2178
4304,6770,2190
4325,6806,2204
4344,6836,2216
4368,6868,2230
4386,6897,2240
4414,6918,2257
4434,6948,2270
4454,6972,2284
4469,7007,2294
4492,7043,2306
4509,7084,2322
4522,7117,2335
4554,7147,2347
4569,7188,2357
4591,7227,2373
4619,7265,2392
4641,7305,2403
4648,7332,2417
4669,7357,2431
4698,7388,2449
4720,7423,2469
4772,7452,2496
4785,7482,2511
4795,7512,2519
4816,7539,2526
4833,7556,2541
4857,7567,2559
4880,7593,2581
4892,7608,2592
4908,7637,2602
4976,7656,2619
5027,7671,2630
5040,7683,2638
5064,7700,2654
5087,7721,2663
5095,7737,2678
5109,7758,2691
5125,7772,2700
5146,7790,2715
5161,7808,2726
5173,7825,2743
5195,7836,2760
5218,7847,2779
5227,7874,2787
5240,7890,2802
5250,7910,2809
5255,7927,2817
5268,7960,2825
5280,7972,2836
5288,7986,2845
5295,8008,2854
5320,8023,2868
5339,8039,2874
5362,8062,2885
5378,8078,2897
5401,8094,2908
5426,8117,2915
5449,8134,2923
5472,8146,2933
5491,8160,2943
5507,8172,2952
5519,8194,2960
5530,8216,2968
5548,8236,2986
5565,8255,3000
5582,8275,3019
5607,8294,3039
5630,8322,3057
5662,8339,3079
5685,8357,3093
5697,8384,3105
5710,8403,3118
5720,8417,3130
5730,8430,3144
5749,8454,3157
5763,8470,3172
5781,8491,3186
5793,8511,3197
5812,8531,3215
5829,8551,3226
5848,8570,3239
5861,8592,3252
5878,8607,3261
5896,8626,3275
5913,8645,3291
5929,8659,3299
5938,8675,3309
5948,8694,3315
5953,8711,3324
5965,8741,3335
5982,8761,3354
5990,8781,3358
6002,8797,3366
6016,8808,3380
6042,8819,3401
6058,8832,3415
6067,8852,3422
6078,8875,3431
6084,8898,3434
6106,8915,3446
6119,8934,3455
6130,8952,3464
6143,8971,3478
6170,8984,3505
6194,8999,3524
6218,9020,3537
6230,9036,3544
6244,9051,3555
6263,9068,3573
6282,9084,3588
6300,9105,3611
6344,9116,3641
6373,9138,3666
6403,9152,3692
6422,9176,3707
6448,9196,3721
6471,9220,3738
6498,9235,3750
6510,9254,3762
6527,9268,3773
6550,9287,3793
6562,9317,3801
6573,9351,3810
6589,9369,3820
6596,9377,3823
6603,9393,3827
6604,9394,3827
6617,9406,3836
6617,9409,3838
6626,9430,3847
6630,9435,3851
6654,9451,3863
6658,9453,3864
6672,9465,3876
6678,9469,3879
6698,9486,3895
6701,9488,3899
6731,9507,3918
6734,9511,3919
6745,9528,3931
6749,9529,3939
6772,9541,3957
6788,9543,3961
6808,9563,3973
6811,9564,3974
6826,9574,3996
6827,9577,3999
6850,9595,4016
6854,9597,4016
6876,9609,4039
6884,9612,4043
6904,9622,4060
6907,9626,4062
6933,9634,4086
6938,9636,4090
6960,9650,4106
6965,9653,4108
6983,9670,4121
6988,9671,4124
7029,9691,4143
7029,9693,4149
7053,9710,4162
7054,9716,4166
7066,9733,4185
7066,9736,4186
7086,9751,4206
7093,9754,4209
7116,9773,4228
7120,9774,4231
7148,9795,4244
7153,9797,4246
7169,9816,4254
7170,9820,4258
7181,9832,4267
7183,9836,4269
7201,9864,4276
7207,9871,4277
7220,9900,4294
7226,9906,4297
7256,9927,4309
7256,9931,4311
7286,9961,4322
7286,9964,4323
7296,9996,4335
7297,9998,4335
7312,10025,4346
7316,10032,4348
7325,10059,4355
7326,10062,4358
7342,10077,4376
7348,10080,4380
7372,10107,4396
7377,10110,4397
7405,10130,4406
7408,10133,4410
7428,10146,4420
7434,10148,4422
7455,10171,4441
7457,10174,4443
7477,10195,4460
7481,10199,4463
7503,10222,4478
7509,10224,4480
7534,10257,4496
7537,10264,4498
7554,10293,4516
7559,10295,4520
7582,10325,4537
7586,10333,4540
7605,10361,4555
7608,10366,4559
7642,10394,4580
7646,10398,4586
7673,10424,4606
7676,10426,4613
7704,10453,4637
7707,10459,4640
7729,10491,4656
7731,10496,4660
7767,10519,4689
7772,10527,4693
7793,10548,4715
7796,10550,4717
7832,10575,4737
7835,10582,4739
7854,10611,4751
7857,10612,4753
7873,10624,4766
7878,10627,4770
7893,10652,4785
7893,10654,4787
7909,10682,4807
7912,10686,4811
7930,10706,4833
7937,10710,4837
7973,10731,4860
7976,10738,4862
8002,10760,4884
8011,10767,4887
8042,10794,4909
8052,10797,4914
8088,10828,4940
8097,10830,4945
8135,10863,4974
8143,10865,4977
8172,10886,4993
8180,10890,5000
8212,10915,5021
8214,10918,5024
8253,10943,5046
8302,10949,5049
8479,10975,5075
8486,10978,5080
8513,11002,5099
8515,11007,5104
8551,11032,5136
8560,11035,5141
8591,11062,5171
8598,11064,5181
8642,11084,5212
8657,11087,5217
8694,11109,5249
8699,11111,5253
8745,11133,5288
8754,11135,5292
8799,11174,5327
8804,11178,5331
8825,11207,5365
8836,11213,5370
8867,11236,5402
8871,11240,5408
8897,11257,5434
8900,11259,5439
8933,11281,5463
8953,11281,5466
8981,11302,5489
8982,11305,5493
9011,11326,5525
9016,11330,5531
9045,11352,5559
9051,11359,5566
9087,11390,5597
9091,11392,5600
9121,11416,5624
9125,11417,5631
9167,11444,5655
9176,11447,5662
9232,11477,5690
9237,11483,5697
9263,11508,5719
9265,11511,5723
9291,11536,5744
9293,11543,5747
9320,11572,5775
9324,11581,5775
9349,11602,5794
9356,11606,5797
9364,11636,5807
9368,11641,5809
9377,11656,5821
9379,11662,5823
9397,11679,5836
9400,11682,5839
9427,11709,5857
9431,11713,5860
9450,11736,5877
9455,11741,5879
9468,11771,5898
9471,11775,5901
9490,11802,5911
9490,11805,5913
9511,11839,5931
9513,11843,5931
9530,11865,5940
9537,11867,5941
9551,11888,5947
9553,11894,5949
9568,11923,5958
9572,11928,5961
9585,11957,5970
9587,11960,5970
9594,11982,5979
9596,11986,5981
9625,12012,5994
9630,12018,5995
9636,12042,6001
9638,12046,6002
9648,12072,6007
9653,12080,6012
9679,12105,6028
9681,12109,6030
9705,12128,6051
9709,12134,6054
9731,12165,6072
9736,12169,6078
9755,12200,6096
9759,12204,6098
9782,12229,6118
9787,12233,6121
9810,12257,6133
9813,12261,6136
9848,12289,6159
9852,12295,6159
9864,12319,6168
9878,12325,6171
9892,12349,6182
9893,12355,6184
9942,12379,6196
9945,12387,6199
9967,12411,6203
9969,12415,6204
9985,12444,6218
9985,12446,6218
10005,12468,6232
10008,12473,6233
10029,12505,6245
10031,12509,6247
10040,12532,6260
10042,12539,6265
10054,12564,6276
10056,12568,6281
10076,12598,6299
10079,12603,6302
10104,12625,6317
10107,12633,6320
10129,12656,6338
10134,12658,6338
10148,12688,6350
10151,12693,6356
10178,12722,6376
10183,12729,6380
10192,12759,6386
10192,12763,6386
10205,12795,6400
10211,12801,6406
10242,12833,6423
10246,12836,6425
10281,12862,6440
10285,12867,6442
10312,12893,6456
10315,12898,6458
10338,12927,6476
10344,12933,6478
10369,12963,6503
10373,12969,6506
10407,12993,6529
10415,12996,6534
10462,13022,6557
10470,13027,6562
10504,13057,6583
10510,13060,6587
10558,13083,6623
10571,13089,6630
10608,13109,6654
10615,13118,6658
10646,13152,6675
10650,13157,6678
10684,13181,6704
10690,13183,6708
10722,13199,6727
10724,13201,6729
10760,13211,6753
10771,13213,6757
10816,13226,6783
10817,13228,6786
10846,13246,6804
10849,13248,6805
10870,13259,6822
10878,13261,6825
10901,13274,6839
10904,13274,6840
10930,13293,6853
10930,13295,6854
10949,13310,6871
10951,13312,6872
10979,13323,6885
10987,13323,6888
11009,13342,6911
11017,13344,6913
11033,13357,6926
11035,13359,6928
11056,13376,6946
11058,13382,6949
11079,13399,6964
11081,13402,6966
11096,13434,6981
11100,13442,6985
11118,13481,6996
11120,13487,6997
11145,13510,7005
11146,13520,7006
11160,13558,7015
11162,13563,7017
11182,13589,7038
11189,13598,7042
11217,13631,7059
11218,13636,7064
11244,13663,7081
11251,13670,7088
11278,13706,7103
11279,13712,7107
11291,13737,7124
11293,13745,7125
11323,13771,7139
11323,13774,7139
11333,13799,7146
11334,13805,7146
11353,13832,7153
11354,13833,7154
11367,13859,7162
11367,13862,7162
11378,13893,7166
11382,13896,7168
11390,13925,7171
11391,13935,7172
11409,13965,7182
11413,13970,7184
11418,14002,7187
11419,14010,7190
11444,14031,7197
11447,14035,7197
11461,14070,7204
11462,14075,7204
11473,14101,7213
11473,14107,7214
11484,14131,7217
11484,14137,7217
11490,14160,7222
11491,14164,7222
11493,14192,7225
11493,14197,7226
11508,14217,7231
11508,14219,7231
11517,14250,7238
11522,14260,7239
11532,14287,7247
11539,14293,7248
11549,14326,7262
11553,14331,7266
11568,14365,7278
11571,14369,7278
11589,14400,7290
11590,14406,7292
11608,14433,7302
11614,14437,7305
11619,14461,7312
11620,14467,7312
11628,14490,7318
11629,14492,7319
11644,14518,7329
11651,14525,7331
11678,14547,7346
11681,14552,7348
11712,14584,7367
11718,14591,7369
11738,14620,7386
11744,14625,7388
11772,14647,7402
11775,14655,7404
11785,14685,7415
11788,14690,7416
11807,14721,7436
11810,14726,7437
11828,14751,7453
11831,14755,7455
11850,14771,7473
11854,14775,7474
11875,14799,7484
11876,14800,7484
11894,14828,7489
11895,14831,7489
11913,14860,7494
11915,14862,7494
11925,14880,7504
11926,14886,7505
11935,14901,7511
11943,14906,7512
11961,14935,7524
11966,14940,7529
11991,14963,7546
11998,14965,7549
12028,14989,7562
12033,14994,7563
12074,15020,7578
12079,15025,7581
12109,15048,7596
12111,15051,7599
12145,15086,7615
12146,15090,7618
12175,15116,7632
12179,15120,7634
12197,15158,7640
12199,15160,7641
12221,15183,7647
12224,15187,7650
12236,15212,7658
12241,15216,7660
12263,15247,7670
12276,15253,7670
12304,15280,7681
12306,15285,7681
12322,15310,7692
12323,15314,7694
12343,15330,7705
12346,15333,7705
12372,15365,7712
12374,15371,7713
12389,15392,7717
12390,15396,7718
12406,15420,7721
12407,15423,7721
12417,15451,7729
12420,15456,7729
12434,15491,7730
12437,15498,7732
12449,15530,7734
12450,15534,7734
12458,15559,7737
12463,15565,7738
12482,15585,7742
12483,15590,7743
12494,15614,7748
12496,15617,7749
12515,15640,7755
12517,15645,7756
12527,15677,7758
12527,15679,7758
12540,15709,7759
12542,15711,7760
12557,15739,7762
12559,15747,7763
12579,15768,7768
12584,15773,7770
12584,15773,7770
12612,15799,7781
12619,15804,7783
12619,15804,7783
12655,15839,7794
12659,15843,7794
12659,15843,7794
12678,15873,7802
12680,15880,7803
12680,15880,7803
12705,15908,7814
12708,15914,7816
12708,15914,7816
12740,15934,7828
12744,15940,7832
12744,15940,7832
12775,15959,7840
12779,15963,7842
12779,15963,7842
12807,15983,7852
12815,15988,7857
12815,15988,7857
12830,16015,7864
12834,16018,7865
12834,16018,7865
12840,16038,7871
12842,16043,7872
12842,16043,7872
12845,16069,7875
12845,16074,7875
12845,16074,7875
12851,16094,7878
12852,16100,7878
12852,16100,7878
12856,16127,7879
12856,16131,7880
12856,16131,7880
12865,16165,7884
12917,16170,7885
12917,16170,7885
13045,16192,7888
13047,16192,7888
13047,16192,7888
13092,16224,7904
13096,16233,7907
13096,16233,7907
13119,16254,7918
13123,16259,7919
13123,16259,7919
13127,16261,7920
13251,16288,7934
13254,16296,7934
13254,16296,7934
13257,16301,7936
13327,16325,7942
13418,16329,7944
13418,16329,7944
13422,16332,7946
13445,16355,7957
13451,16366,7960
13451,16366,7960
13455,16369,7962
13480,16391,7979
13488,16394,7979
13488,16394,7979
13489,16398,7981
13507,16422,7990
13507,16426,7993
13507,16426,7993
13509,16427,7993
13526,16447,8000
13530,16453,8001
13530,16453,8001
13531,16455,8001
13539,16473,8009
13540,16481,8010
13540,16481,8010
13540,16484,8010
13562,16508,8028
13566,16511,8032
13566,16511,8032
13570,16516,8034
13583,16537,8052
13587,16543,8056
13587,16543,8056
13587,16545,8057
13607,16565,8071
13609,16569,8072
13609,16569,8072
13614,16571,8076
13633,16596,8093
13637,16600,8096
13637,16600,8096
13639,16607,8098
13645,16622,8102
13645,16630,8104
13645,16630,8104
13646,16634,8105
13662,16658,8114
13664,16662,8118
13664,16662,8118
13666,16665,8118
13700,16691,8131
13704,16696,8133
13704,16696,8133
13708,16701,8134
13731,16720,8154
13734,16722,8160
13734,16722,8160
13739,16725,8160
13753,16749,8172
13756,16756,8174
13756,16756,8174
13756,16758,8175
13790,16781,8186
13799,16787,8186
13799,16787,8186
13804,16789,8187
13821,16807,8198
13824,16809,8199
13824,16809,8199
13825,16811,8200
13844,16831,8213
13844,16840,8213
13844,16840,8213
13848,16844,8216
13869,16866,8225
13871,16870,8227
13871,16870,8227
13873,16873,8228
13877,16899,8237
13877,16907,8240
13877,16907,8240
13882,16912,8242
13900,16930,8253
13903,16936,8256
13903,16936,8256
13903,16938,8256
13919,16958,8272
13924,16963,8279
13924,16963,8279
13925,16965,8281
13942,16983,8297
13946,16986,8300
13946,16986,8300
13952,16989,8306
13974,17011,8323
13978,17015,8325
13978,17015,8325
13979,17017,8326
14001,17034,8345
14004,17040,8347
14004,17040,8347
14009,17042,8349
14016,17061,8357
14020,17065,8361
14020,17065,8361
14021,17067,8363
14041,17089,8373
14043,17093,8375
14043,17093,8375
14046,17098,8375
14062,17121,8385
14063,17128,8387
14063,17128,8387
14064,17130,8390
14094,17158,8403
14100,17165,8406
14100,17165,8406
14102,17168,8407
14120,17194,8427
14122,17204,8430
14122,17204,8430
14124,17209,8431
14137,17238,8441
14141,17241,8442
14141,17241,8442
14142,17246,8443
14157,17273,8453
14160,17276,8456
14160,17276,8456
14163,17279,8459
14182,17304,8469
14186,17310,8472
14186,17310,8472
14188,17312,8474
14206,17338,8488
14212,17345,8490
14212,17345,8490
14213,17345,8490
14227,17368,8501
14229,17376,8504
14229,17376,8504
14230,17378,8505
14249,17401,8522
14253,17405,8524
14253,17405,8524
14253,17407,8525
14270,17431,8536
14273,17435,8538
14273,17435,8538
14275,17440,8540
14286,17464,8549
14287,17468,8552
14287,17468,8552
14290,17471,8553
14300,17499,8559
14300,17505,8562
14300,17505,8562
14302,17507,8563
14318,17532,8571
14323,17537,8576
14323,17537,8576
14325,17539,8579
14348,17561,8589
14348,17565,8592
14348,17565,8592
14350,17567,8594
14359,17591,8604
14363,17595,8608
14363,17595,8608
14364,17597,8610
14375,17625,8621
14379,17628,8625
14379,17628,8625
14379,17629,8625
14402,17656,8646
14406,17664,8648
14406,17664,8648
14407,17667,8648
14434,17688,8662
14439,17693,8667
14439,17693,8667
14440,17697,8668
14455,17723,8678
14461,17729,8679
14461,17729,8679
14463,17732,8682
14494,17756,8698
14501,17764,8698
14501,17764,8698
14501,17766,8698
14513,17789,8701
14523,17794,8702
14523,17794,8702
14526,17798,8702
14554,17819,8713
14561,17825,8720
14561,17825,8720
14566,17826,8721
14595,17852,8737
14600,17855,8738
14600,17855,8738
14603,17856,8740
14624,17872,8748
14638,17889,8756
14638,17889,8756
14643,17890,8758
14666,17910,8769
14687,17923,8774
14687,17923,8774
14689,17926,8775
14716,17950,8790
14719,17955,8792
14719,17955,8792
14719,17956,8794
14734,17974,8806
14737,17978,8807
14737,17978,8807
14737,17980,8809
14741,18006,8814
14742,18015,8815
14742,18015,8815
14745,18018,8816
14762,18045,8830
14767,18048,8832
14767,18048,8832
14769,18049,8833
14786,18073,8849
14791,18078,8854
14791,18079,8854
14795,18085,8855
14809,18110,8862
14812,18114,8865
14812,18114,8865
14812,18117,8865
14822,18137,8876
14824,18140,8876
14824,18140,8876
14826,18142,8877
14835,18167,8889
14841,18170,8893
14841,18170,8893
14842,18174,8894
14860,18200,8908
14869,18208,8911
14869,18208,8911
14871,18209,8914
14887,18236,8924
14887,18241,8926
14887,18241,8926
14889,18243,8926
14898,18270,8936
14899,18275,8937
14899,18275,8938
14901,18280,8941
14918,18306,8955
14921,18311,8957
14921,18311,8957
14921,18315,8957
14944,18337,8974
14946,18342,8976
14946,18342,8976
14949,18346,8978
14958,18373,8989
14961,18378,8992
14961,18378,8992
14963,18380,8996
14985,18409,9007
14986,18418,9008
14986,18418,9008
14988,18421,9008
15006,18442,9027
15012,18448,9030
15012,18448,9030
15020,18454,9034
15036,18475,9044
15037,18480,9047
15037,18480,9047
15037,18489,9048
15054,18517,9058
15058,18523,9060
15058,18523,9060
15059,18524,9060
15073,18529,9072
15074,18534,9074
15074,18534,9074
15077,18535,9075
15095,18549,9089
15098,18555,9093
15098,18555,9093
15099,18556,9095
15121,18572,9113
15122,18574,9115
15122,18574,9115
15125,18574,9115
15138,18582,9139
15140,18584,9143
15140,18584,9143
15142,18585,9143
15153,18595,9160
15158,18597,9163
15158,18597,9163
15161,18599,9163
15177,18609,9179
15179,18613,9183
15179,18613,9183
15181,18613,9190
15211,18629,9206
15211,18632,9208
15211,18632,9208
15213,18633,9210
15224,18647,9219
15227,18650,9221
15227,18650,9221
15228,18651,9221
15235,18664,9232
15236,18664,9235
15236,18664,9235
15237,18668,9236
15247,18684,9247
15248,18686,9248
15248,18686,9248
15251,18689,9248
15263,18700,9262
15263,18700,9264
15263,18700,9264
15268,18700,9265
15281,18717,9279
15286,18719,9280
15286,18719,9280
15287,18720,9283
15301,18733,9295
15303,18735,9297
15303,18735,9297
15304,18737,9297
15314,18751,9308
15317,18752,9311
15317,18752,9311
15320,18753,9312
15330,18762,9323
15333,18763,9326
15333,18763,9326
15334,18764,9327
15341,18781,9334
15342,18782,9335
15342,18782,9335
15344,18782,9336
15352,18792,9342
15353,18793,9345
15353,18793,9345
15353,18796,9346
15359,18807,9350
15359,18809,9350
15359,18809,9350
15359,18810,9350
15363,18818,9353
15364,18818,9354
15364,18818,9354
15366,18818,9354
15382,18828,9364
15382,18833,9364
15382,18833,9364
15382,18834,9365
15391,18843,9373
15391,18843,9373
15391,18843,9373
15394,18845,9375
15412,18859,9380
15414,18863,9382
15414,18863,9382
15415,18863,9382
15421,18874,9387
15422,18876,9389
15422,18876,9389
15422,18876,9389
15437,18886,9395
15437,18888,9396
15437,18888,9396
15441,18891,9397
15447,18899,9400
15447,18901,9401
15447,18901,9401
15447,18904,9401
15461,18912,9406
15466,18913,9408
15466,18913,9408
15466,18915,9408
0,0,0
23,10,20
58,21,42
